,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,imgName,maskName,multimaskName,label
43,43,43,43,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0004.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0004.bmp,Dataset-new-2/Training-400/0830/0830_cup.bmp,0
44,44,44,44,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0005.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0005.bmp,Dataset-new-2/Training-400/0831/0831_cup.bmp,0
45,45,45,45,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0006.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0006.bmp,Dataset-new-2/Training-400/0829/0829_cup.bmp,0
46,46,46,46,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0007.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0007.bmp,Dataset-new-2/Training-400/0832/0832_cup.bmp,0
47,47,47,47,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0008.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0008.bmp,Dataset-new-2/Training-400/0833/0833_cup.bmp,0
48,48,48,48,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0009.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0009.bmp,Dataset-new-2/Training-400/0834/0834_cup.bmp,0
49,49,49,49,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0010.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0010.bmp,Dataset-new-2/Training-400/0835/0835_cup.bmp,0
50,50,50,50,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0011.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0011.bmp,Dataset-new-2/Training-400/0836/0836_cup.bmp,0
51,51,51,51,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0012.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0012.bmp,Dataset-new-2/Training-400/0837/0837_cup.bmp,0
52,52,52,52,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0013.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0013.bmp,Dataset-new-2/Training-400/0839/0839_cup.bmp,0
53,53,53,53,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0014.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0014.bmp,Dataset-new-2/Training-400/0840/0840_cup.bmp,0
54,54,54,54,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0015.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0015.bmp,Dataset-new-2/Training-400/0841/0841_cup.bmp,0
55,55,55,55,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0016.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0016.bmp,Dataset-new-2/Training-400/0842/0842_cup.bmp,0
56,56,56,56,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0017.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0017.bmp,Dataset-new-2/Training-400/0843/0843_cup.bmp,0
57,57,57,57,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0018.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0018.bmp,Dataset-new-2/Training-400/0844/0844_cup.bmp,0
58,58,58,58,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0019.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0019.bmp,Dataset-new-2/Training-400/0845/0845_cup.bmp,0
59,59,59,59,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0020.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0020.bmp,Dataset-new-2/Training-400/0846/0846_cup.bmp,0
60,60,60,60,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0021.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0021.bmp,Dataset-new-2/Training-400/0847/0847_cup.bmp,0
61,61,61,61,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0022.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0022.bmp,Dataset-new-2/Training-400/0848/0848_cup.bmp,0
62,62,62,62,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0023.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0023.bmp,Dataset-new-2/Training-400/0849/0849_cup.bmp,0
63,63,63,63,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0024.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0024.bmp,Dataset-new-2/Training-400/0850/0850_cup.bmp,0
64,64,64,64,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0025.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0025.bmp,Dataset-new-2/Training-400/0855/0855_cup.bmp,0
65,65,65,65,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0026.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0026.bmp,Dataset-new-2/Training-400/0856/0856_cup.bmp,0
66,66,66,66,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0027.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0027.bmp,Dataset-new-2/Training-400/0857/0857_cup.bmp,0
67,67,67,67,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0028.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0028.bmp,Dataset-new-2/Training-400/0860/0860_cup.bmp,0
68,68,68,68,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0029.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0029.bmp,Dataset-new-2/Training-400/0863/0863_cup.bmp,0
69,69,69,69,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0030.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0030.bmp,Dataset-new-2/Training-400/0864/0864_cup.bmp,0
70,70,70,70,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0031.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0031.bmp,Dataset-new-2/Training-400/0865/0865_cup.bmp,0
71,71,71,71,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0032.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0032.bmp,Dataset-new-2/Training-400/0866/0866_cup.bmp,0
72,72,72,72,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0033.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0033.bmp,Dataset-new-2/Training-400/0867/0867_cup.bmp,0
73,73,73,73,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0034.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0034.bmp,Dataset-new-2/Training-400/0868/0868_cup.bmp,0
74,74,74,74,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0035.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0035.bmp,Dataset-new-2/Training-400/0869/0869_cup.bmp,0
75,75,75,75,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0036.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0036.bmp,Dataset-new-2/Training-400/0870/0870_cup.bmp,0
76,76,76,76,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0037.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0037.bmp,Dataset-new-2/Training-400/0872/0872_cup.bmp,0
77,77,77,77,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0038.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0038.bmp,Dataset-new-2/Training-400/0873/0873_cup.bmp,0
78,78,78,78,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0039.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0039.bmp,Dataset-new-2/Training-400/0874/0874_cup.bmp,0
79,79,79,79,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0040.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0040.bmp,Dataset-new-2/Training-400/0875/0875_cup.bmp,0
80,80,80,80,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0041.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0041.bmp,Dataset-new-2/Training-400/0876/0876_cup.bmp,0
81,81,81,81,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0042.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0042.bmp,Dataset-new-2/Training-400/0877/0877_cup.bmp,0
82,82,82,82,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0043.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0043.bmp,Dataset-new-2/Training-400/0878/0878_cup.bmp,0
83,83,83,83,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0044.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0044.bmp,Dataset-new-2/Training-400/0879/0879_cup.bmp,0
84,84,84,84,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0045.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0045.bmp,Dataset-new-2/Training-400/0880/0880_cup.bmp,0
85,85,85,85,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0046.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0046.bmp,Dataset-new-2/Training-400/0881/0881_cup.bmp,0
86,86,86,86,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0047.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0047.bmp,Dataset-new-2/Training-400/0884/0884_cup.bmp,0
87,87,87,87,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0048.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0048.bmp,Dataset-new-2/Training-400/0885/0885_cup.bmp,0
88,88,88,88,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0049.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0049.bmp,Dataset-new-2/Training-400/0886/0886_cup.bmp,0
89,89,89,89,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0050.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0050.bmp,Dataset-new-2/Training-400/0887/0887_cup.bmp,0
90,90,90,90,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0051.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0051.bmp,Dataset-new-2/Training-400/0888/0888_cup.bmp,0
91,91,91,91,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0052.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0052.bmp,Dataset-new-2/Training-400/0889/0889_cup.bmp,0
92,92,92,92,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0053.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0053.bmp,Dataset-new-2/Training-400/0892/0892_cup.bmp,0
93,93,93,93,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0054.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0054.bmp,Dataset-new-2/Training-400/0896/0896_cup.bmp,0
94,94,94,94,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0055.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0055.bmp,Dataset-new-2/Training-400/0897/0897_cup.bmp,0
95,95,95,95,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0056.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0056.bmp,Dataset-new-2/Training-400/0898/0898_cup.bmp,0
96,96,96,96,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0057.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0057.bmp,Dataset-new-2/Training-400/0899/0899_cup.bmp,0
97,97,97,97,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0058.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0058.bmp,Dataset-new-2/Training-400/1250/1250_cup.bmp,0
98,98,98,98,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0059.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0059.bmp,Dataset-new-2/Training-400/0902/0902_cup.bmp,0
99,99,99,99,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0060.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0060.bmp,Dataset-new-2/Training-400/0903/0903_cup.bmp,0
100,100,100,100,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0061.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0061.bmp,Dataset-new-2/Training-400/0904/0904_cup.bmp,0
101,101,101,101,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0062.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0062.bmp,Dataset-new-2/Training-400/0905/0905_cup.bmp,0
102,102,102,102,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0063.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0063.bmp,Dataset-new-2/Training-400/0907/0907_cup.bmp,0
103,103,103,103,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0064.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0064.bmp,Dataset-new-2/Training-400/0908/0908_cup.bmp,0
104,104,104,104,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0065.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0065.bmp,Dataset-new-2/Training-400/0909/0909_cup.bmp,0
105,105,105,105,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0066.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0066.bmp,Dataset-new-2/Training-400/0910/0910_cup.bmp,0
106,106,106,106,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0067.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0067.bmp,Dataset-new-2/Training-400/0911/0911_cup.bmp,0
107,107,107,107,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0068.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0068.bmp,Dataset-new-2/Training-400/0912/0912_cup.bmp,0
108,108,108,108,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0069.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0069.bmp,Dataset-new-2/Training-400/0913/0913_cup.bmp,0
109,109,109,109,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0070.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0070.bmp,Dataset-new-2/Training-400/0914/0914_cup.bmp,0
110,110,110,110,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0071.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0071.bmp,Dataset-new-2/Training-400/0916/0916_cup.bmp,0
111,111,111,111,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0072.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0072.bmp,Dataset-new-2/Training-400/0917/0917_cup.bmp,0
112,112,112,112,REFUGE/Annotation-Training400/Disc_Cup_Fovea_Illustration/n0073.jpg,REFUGE/Annotation-Training400/Disc_Cup_Masks/Non-Glaucoma/n0073.bmp,Dataset-new-2/Training-400/0918/0918_cup.bmp,0
